,budget,tconst,poster_path,production_countries,revenue,status,production_companies_name,production_companies_country,Unnamed: 0,titleType,primaryTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,directors,nconst,category,characters,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,title,genre,director_principal
5575,50000000,tt0099700,/jN7yvxnIHRozhq2mzWZDE5GPRc0.jpg,['US'],41482207,Released,"['Amblin Entertainment', 'Warner Bros. Pictures']","['US', 'US']",10380,movie,Gremlins 2: The New Batch,0,1990-01-01,106,"Comedy,Fantasy,Horror",6.4,107295,"nm0001102,nm0005062",nm0709704,actor,"[""Brain Gremlin""]",Tony Randall,1920-01-01,2004-01-01,"actor,soundtrack","tt0051196,tt0065329,tt0068555,tt0053172",Gremlins 2 : La Nouvelle Génération,Comedy,Joe Dante
5585,130000000,tt0120685,/tqQ9Nt5C1Z5PRDPxYXQ4qwy5v5V.jpg,"['JP', 'US']",379014294,Released,"['TOHO', 'TriStar Pictures', 'Independent Pictures (II)', 'Fried Films', 'Centropolis Entertainment']","['JP', 'US', '', '', 'US']",46129,movie,Godzilla,0,1998-01-01,139,"Action,Sci-Fi,Thriller",5.4,196718,nm0000386,nm0000111,actor,"[""Dr. Niko Tatopoulos""]",Matthew Broderick,1962-01-01,,"actor,soundtrack,director","tt0086567,tt0395251,tt0115798,tt0091042",Godzilla,Action,Roland Emmerich
5594,1500000,tt0069995,/vIftm9VI0xhiIFEq7dV4YfpTvBb.jpg,"['IT', 'GB']",0,Released,"['Eldorado Films', 'Casey Productions']","['NO', 'US']",12934,movie,Don't Look Now,0,1973-01-01,110,"Drama,Horror,Mystery",7.2,58300,nm0001676,nm0238898,writer,unknown,Daphne Du Maurier,1907-01-01,1989-01-01,writer,"tt0032976,tt2235695,tt0069995,tt0056869",Ne vous retournez pas,Drama,Nicolas Roeg
5604,200000,tt0048021,/heVdAFNZUxXVmO6jiJcEHCvI5lK.jpg,['FR'],460000,Released,"['Indusfilms', 'Société Nationale Pathé Cinéma', 'Prima Films']","['', '', '']",7049,movie,Rififi,0,1955-01-01,118,"Crime,Drama,Thriller",8.1,35426,nm0202088,nm0494138,writer,unknown,Auguste Le Breton,1913-01-01,1999-01-01,"writer,actor","tt0048021,tt0047892,tt0281820,tt0052136",Du rififi chez les hommes,Crime,Jules Dassin
5614,1800000,tt0057012,/7SixLzxcqezkZEYU8pcHZgbkmjp.jpg,"['GB', 'US']",9523464,Released,"['Hawk Films', 'Columbia Pictures']","['', 'US']",4654,movie,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,0,1964-01-01,95,"Comedy,War",8.4,497766,nm0000040,nm0000040,director,unknown,Stanley Kubrick,1928-01-01,1999-01-01,"director,writer,producer","tt0062622,tt0120663,tt0072684,tt0066921",Dr. Folamour ou : Comment j'ai appris à ne plus m'en faire et à aimer la bombe !,Comedy,Stanley Kubrick
5623,0,tt0057413,/aCjJ0sKayks2uL7MJBzdp2i67NI.jpg,['US'],10878107,Released,"['United Artists', 'The Mirisch Company']","['US', 'US']",7200,movie,The Pink Panther,0,1963-01-01,115,"Comedy,Crime,Romance",7.0,53827,nm0001175,nm0000634,actor,"[""Insp. Jacques Clouseau""]",Peter Sellers,1925-01-01,1980-01-01,"actor,soundtrack,writer","tt0078841,tt0057012,tt0072081,tt0075066",La Panthère rose,Comedy,Blake Edwards
5632,600000,tt0059578,/ooqASvA7qxlTVKL3KwOzBwy57Dh.jpg,"['DE', 'ES', 'IT']",15000000,Released,"['PEA', 'Constantin Film', 'Arturo González Producciones Cinematográficas']","['IT', 'DE', 'ES']",14346,movie,For a Few Dollars More,0,1965-01-01,132,Western,8.2,261298,nm0001466,nm0000142,actor,"[""Monco""]",Clint Eastwood,1930-01-01,,"actor,producer,director","tt0112579,tt1205489,tt0105695,tt0405159",...et pour quelques dollars de plus,Western,Sergio Leone
5642,15000000,tt0093409,/fTq4ThIP3pQTYR9eDepsbDHqdcs.jpg,['US'],120207127,Released,"['Silver Pictures', 'Warner Bros. Pictures']","['US', 'US']",25049,movie,Lethal Weapon,0,1987-01-01,109,"Action,Crime,Thriller",7.6,264781,nm0001149,nm0752751,actor,"[""The General""]",Mitchell Ryan,1934-01-01,2022-01-01,"actor,soundtrack","tt0113253,tt0119528,tt0093409,tt0119229",L'Arme fatale,Action,Richard Donner
5652,25000000,tt0097733,/1EEIUw0tkX7AJZ1ikZrtKZZKlC6.jpg,['US'],227853986,Released,"['Silver Pictures', 'Warner Bros. Pictures']","['US', 'US']",29524,movie,Lethal Weapon 2,0,1989-01-01,114,"Action,Crime,Thriller",7.2,180841,nm0001149,nm0614775,writer,unknown,Warren Murphy,1933-01-01,2015-01-01,writer,"tt0097733,tt0089901,tt0072926,tt0094515",L'Arme fatale 2,Action,Richard Donner
5662,35000000,tt0104714,/8FnOudDHPOY7MFJnvQMR1qpuyek.jpg,['US'],321731527,Released,"['Silver Pictures', 'Warner Bros. Pictures', 'St. Petersburg Clearwater Film Commision']","['US', 'US', 'US']",31677,movie,Lethal Weapon 3,0,1992-01-01,118,"Action,Crime,Thriller",6.7,172318,nm0001149,nm0001149,director,unknown,Richard Donner,1930-01-01,2021-01-01,"director,producer,actor","tt0839995,tt0089457,tt0093409,tt0078346",L'Arme fatale 3,Action,Richard Donner
5672,140000000,tt0122151,/w8qaZ1OuBuI2NhySynW0n4kHWgT.jpg,['US'],285444603,Released,"['Silver Pictures', 'Donner/Shuler-Donner Productions', 'Warner Bros. Pictures']","['US', '', 'US']",31696,movie,Lethal Weapon 4,0,1998-01-01,127,"Action,Crime,Thriller",6.6,166763,nm0001149,nm0001149,director,unknown,Richard Donner,1930-01-01,2021-01-01,"director,producer,actor","tt0839995,tt0089457,tt0093409,tt0078346",L'Arme fatale 4,Action,Richard Donner
5682,15000000,tt0056172,/AiAm0EtDvyGqNpVoieRw4u65vD1.jpg,['GB'],69995385,Released,['Horizon Pictures'],['GB'],1279,movie,Lawrence of Arabia,0,1962-01-01,218,"Adventure,Biography,Drama",8.3,299358,nm0000180,nm0818545,producer,unknown,Sam Spiegel,1901-01-01,1985-01-01,"producer,miscellaneous,soundtrack","tt0047296,tt0056172,tt0038991,tt0050212",Lawrence d'Arabie,Adventure,David Lean
5691,325000,tt0077651,/wijlZ3HaYMvlDTPqJoTCWKFkCPU.jpg,['US'],70274000,Released,"['Compass International Pictures', 'Falcon International Productions']","['', '']",16880,movie,Halloween,0,1978-01-01,91,"Horror,Thriller",7.7,287006,nm0000118,nm0000587,actor,"[""Loomis""]",Donald Pleasence,1919-01-01,1995-01-01,"actor,writer,soundtrack","tt0062512,tt0082495,tt0077651,tt0057115",La Nuit des masques,Horror,John Carpenter
5699,60000000,tt0113277,/umSVjVdbVwtx5ryCA2QXL44Durm.jpg,['US'],187436818,Released,"['Regency Enterprises', 'Forward Pass', 'Warner Bros. Pictures', 'New Regency Productions', 'The Linson Company', 'Monarchy Enterprises B.V.']","['US', 'US', 'US', 'US', 'US', '']",20977,movie,Heat,0,1995-01-01,170,"Action,Crime,Drama",8.3,668458,nm0000520,nm0000685,actor,"[""Nate""]",Jon Voight,1938-01-01,,"actor,producer,writer","tt0118615,tt0089941,tt0064665,tt0068473",Heat,Action,Michael Mann
5708,80000000,tt0438097,/vdluBXie4qDvh0dFX2Fpq8v16it.jpg,['US'],660998756,Released,"['20th Century Fox Animation', 'Blue Sky Studios', '20th Century Fox']","['US', 'US', 'US']",66471,movie,Ice Age: The Meltdown,0,2006-01-01,91,"Adventure,Animation,Comedy",6.8,284542,nm0757858,nm0000491,actor,"[""Sid""]",John Leguizamo,1960-01-01,,"actor,writer,producer","tt0203009,tt0117509,tt0120177,tt0162677",L'Âge de glace 2,Adventure,Carlos Saldanha
5718,15000000,tt0099938,/nKnHWwkXyvhzCYWm3FyRAv3qBrl.jpg,['US'],201957688,Released,"['Universal Pictures', 'Imagine Entertainment']","['US', 'US']",21744,movie,Kindergarten Cop,0,1990-01-01,111,"Action,Comedy,Crime",6.2,154169,nm0718645,nm0000216,actor,"[""Kimble""]",Arnold Schwarzenegger,1947-01-01,,"actor,producer,director","tt0216216,tt0103064,tt0088247,tt0107362",Un flic à la maternelle,Action,Ivan Reitman
5728,75000000,tt0351283,/zMpJY5CJKUufG9OTw0In4eAFqPX.jpg,['US'],542063846,Released,"['DreamWorks Pictures', 'Pacific Data Images', 'DreamWorks Animation']","['US', 'US', 'US']",53289,movie,Madagascar,0,2005-01-01,86,"Adventure,Animation,Comedy",6.9,414487,"nm0201509,nm0569891",nm0001877,composer,unknown,Hans Zimmer,1957-01-01,,"music_department,composer,soundtrack","tt0172495,tt1160419,tt0988045,tt1375666",Madagascar,Adventure,Eric Darnell
5738,80000000,tt0117060,/l5uxY5m5OInWpcExIpKG6AR3rgL.jpg,['US'],457731198,Released,"['Paramount', 'Cruise/Wagner Productions']","['US', 'US']",18028,movie,Mission: Impossible,0,1996-01-01,110,"Action,Adventure,Thriller",7.1,435854,nm0000361,nm0001801,writer,unknown,Robert Towne,1934-01-01,,"writer,producer,actor","tt0071315,tt0117060,tt0096244,tt0070290",Mission: Impossible,Action,Brian De Palma
5748,125000000,tt0120755,/1VMWLpk9VXyYcEZ8w3uUhp0OF1v.jpg,['US'],546388105,Released,"['Paramount', 'Cruise/Wagner Productions']","['US', 'US']",18038,movie,Mission: Impossible II,0,2000-01-01,123,"Action,Adventure,Thriller",6.1,350419,nm0000247,nm0001801,writer,unknown,Robert Towne,1934-01-01,,"writer,producer,actor","tt0071315,tt0117060,tt0096244,tt0070290",Mission: Impossible 2,Action,John Woo
5758,150000000,tt0317919,/vKGYCpmQyV9uHybWDzXuII8Los5.jpg,['US'],398479497,Released,"['Paramount', 'Cruise/Wagner Productions']","['US', 'US']",44005,movie,Mission: Impossible III,0,2006-01-01,126,"Action,Adventure,Thriller",6.9,364272,nm0009190,nm0000129,actor,"[""Ethan Hunt""]",Tom Cruise,1962-01-01,,"actor,producer,soundtrack","tt0325710,tt0116695,tt0092099,tt0120755",Mission: Impossible III,Action,J.J. Abrams
5768,22700000,tt0094012,/o624HTt93iIJIc1Sg5hNkDTnk5l.jpg,['US'],38119483,Released,"['Brooksfilms Ltd.', 'Metro-Goldwyn-Mayer']","['', 'US']",19769,movie,Spaceballs,0,1987-01-01,96,"Adventure,Comedy,Sci-Fi",7.1,196138,nm0000316,nm0000316,actor,"[""President Skroob"",""Yogurt""]",Mel Brooks,1926-01-01,,"actor,writer,soundtrack","tt0395251,tt0071230,tt0094012,tt0082517",La Folle Histoire de l'espace,Adventure,Mel Brooks
5777,2000000,tt0054047,/e5ToxOyJwuZD4VOfI0qEn5uIjeJ.jpg,['US'],4905000,Released,"['Alpha Productions', 'The Mirisch Company', 'United Artists']","['', 'US', 'US']",1993,movie,The Magnificent Seven,0,1960-01-01,128,"Action,Adventure,Drama",7.7,97580,nm0836328,nm0628305,writer,unknown,Walter Newman,1916-01-01,1993-01-01,writer,"tt0043338,tt0078878,tt0059017,tt0048347",Les 7 mercenaires,Action,John Sturges
5787,12000000,tt0054331,/biaUMHb8xsdQHlEF6rHmlKxSARy.jpg,['US'],60000000,Released,['Bryna Productions'],['US'],1791,movie,Spartacus,0,1960-01-01,197,"Adventure,Biography,Drama",7.9,137732,"nm0000040,nm0542649",nm0000018,actor,"[""Spartacus""]",Kirk Douglas,1916-01-01,2020-01-01,"actor,producer,soundtrack","tt0043338,tt0050825,tt0049456,tt0054331",Spartacus,Adventure,Stanley Kubrick
5797,1800000,tt0072890,/mavrhr0ig2aCRR8d48yaxtD5aMQ.jpg,['US'],46665856,Released,"['Artists Entertainment Complex', 'Warner Bros. Pictures']","['', 'US']",8388,movie,Dog Day Afternoon,0,1975-01-01,125,"Biography,Crime,Drama",8.0,262088,nm0001486,nm0001486,director,unknown,Sidney Lumet,1924-01-01,2011-01-01,"director,producer,writer","tt0072890,tt0292963,tt0070666,tt0050083",Un après-midi de chien,Biography,Sidney Lumet
5807,935000,tt0050825,/l2IY0gOHHmCWM90LjteFssxIV1G.jpg,['US'],0,Released,"['United Artists', 'Bryna Productions']","['US', 'US']",1771,movie,Paths of Glory,0,1957-01-01,88,"Drama,War",8.4,201067,nm0000040,nm0000018,actor,"[""Col. Dax""]",Kirk Douglas,1916-01-01,2020-01-01,"actor,producer,soundtrack","tt0043338,tt0050825,tt0049456,tt0054331",Les sentiers de la gloire,Drama,Stanley Kubrick
5817,3400000,tt0051036,/akzvV8JasNrgEl5iAP9K6zPHGJe.jpg,['US'],2500000,Released,"['Hecht-Hill-Lancaster Productions', 'United Artists', 'Norma Productions', 'Curtleigh Productions']","['', 'US', 'US', '']",4053,movie,Sweet Smell of Success,0,1957-01-01,96,"Drama,Film-Noir",8.0,33450,nm0533241,nm0533241,director,unknown,Alexander Mackendrick,1912-01-01,1993-01-01,"writer,director,art_department","tt0045654,tt0044876,tt0051036,tt0048281",Le Grand Chantage,Drama,Alexander Mackendrick
5826,70000000,tt0120102,/5euQXAgJ34TdUFl1t3O6Jw2lJAs.jpg,"['GB', 'US']",131457682,Released,"['TriStar Pictures', 'Mandalay Entertainment', 'Applecross', 'Reperage & Vanguard Films', 'Sony Pictures']","['US', '', '', '', 'US']",17153,movie,Seven Years in Tibet,0,1997-01-01,136,"Adventure,Biography,Drama",7.1,148487,nm0000269,nm0002354,composer,unknown,John Williams,1932-01-01,,"music_department,soundtrack,composer","tt2527336,tt0107290,tt0076759,tt0120915",Sept ans au Tibet,Adventure,Jean-Jacques Annaud
5836,3500000,tt0290673,/rxeDxo8FvZpLu6iplNpxdtAVnfu.jpg,['FR'],6500000,Released,"['Wild Bunch', 'Eskwad', 'StudioCanal', 'Les Cinémas de la Zone', 'Nord-Ouest Productions', '120 Films', 'Canal+']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']",70562,movie,Irreversible,0,2002-01-01,97,"Crime,Drama,Mystery",7.3,139594,nm0637615,nm0001993,actor,"[""Marcus""]",Vincent Cassel,1966-01-01,,"actor,producer,soundtrack","tt0947798,tt0113247,tt0411272,tt1259014",Irréversible,Crime,Gaspar Noé
5844,2200000,tt0056218,/2xQ856kd9hw6bB3OnusGyTvvkwB.jpg,['US'],7700000,Released,"['MC Productions', 'United Artists']","['', 'US']",4166,movie,The Manchurian Candidate,0,1962-01-01,126,"Drama,Thriller",7.9,77006,nm0001239,nm0001463,actress,"[""Eugenie Rose Chaney""]",Janet Leigh,1927-01-01,2004-01-01,"actress,soundtrack,producer","tt0054215,tt0056218,tt0080749,tt0052311",Un crime dans la tête,Drama,John Frankenheimer
5853,8000000,tt0073341,/21BANIzXEKyZDUFOr9NdUEgP4EA.jpg,"['US', 'GB']",12678,Released,"['Persky-Bright Productions', 'Devon']","['', '']",1443,movie,The Man Who Would Be King,0,1975-01-01,129,"Adventure,War",7.8,50288,nm0001379,nm0001379,director,unknown,John Huston,1906-01-01,1987-01-01,"actor,director,writer","tt0040897,tt0042208,tt0043265,tt0071315",L'homme qui voulut être roi,Adventure,John Huston
5862,4000000,tt0066999,/nNtfofDGCJRD6gfvBwyqvD64eSH.jpg,['US'],35976000,Released,"['Warner Bros. Pictures', 'Malpaso Productions']","['US', 'US']",8101,movie,Dirty Harry,0,1971-01-01,102,"Action,Crime,Thriller",7.7,160612,"nm0796923,nm0000142",nm0796923,director,unknown,Don Siegel,1912-01-01,1991-01-01,"director,producer,editorial_department","tt0079116,tt0049366,tt0067588,tt0066999",L'Inspecteur Harry,Action,Don Siegel
5872,100000,tt0074486,/fjq2xZvWWKZJtg8FGNHXdbVoAAf.jpg,['US'],7000000,Released,['American Film Institute (AFI)'],['US'],31256,movie,Eraserhead,0,1977-01-01,89,"Fantasy,Horror",7.3,120305,nm0000186,nm0620756,actor,"[""Henry Spencer""]",Jack Nance,1943-01-01,1996-01-01,actor,"tt0087182,tt0090756,tt0100935,tt0074486",Eraserhead,Fantasy,David Lynch
5877,4000000,tt0071524,/3kUbSnIq5k28eobX9HxSVldmJub.jpg,['US'],0,Released,['Universal Pictures'],['US'],1964,movie,The Front Page,0,1974-01-01,105,"Comedy,Drama,Romance",7.3,14205,nm0000697,nm0000697,director,unknown,Billy Wilder,1906-01-01,2002-01-01,"writer,director,producer","tt0053604,tt0047437,tt0053291,tt0043014",Spéciale première,Comedy,Billy Wilder
5886,5900000,tt0078966,/uHwwQIlt4XwpTFhX9ZT1A8xSW7F.jpg,['US'],51718367,Released,"['Columbia Pictures', 'IPC Films']","['US', '']",6417,movie,The China Syndrome,0,1979-01-01,122,"Drama,Thriller",7.4,31403,nm0108745,nm0103722,actor,"[""Herman De Young""]",Scott Brady,1924-01-01,1985-01-01,"actor,soundtrack","tt0078966,tt0047136,tt0040210,tt0087363",Le syndrome chinois,Drama,James Bridges
5895,2000000,tt0054997,/snItsSViawjaadW9mlWUmGwR41R.jpg,['US'],7600000,Released,"['Rossen Films', '20th Century Fox']","['', 'US']",8464,movie,The Hustler,0,1961-01-01,134,"Drama,Sport",8.0,83807,nm0744035,nm0006132,composer,unknown,Kenyon Hopkins,1912-01-01,1983-01-01,"music_department,composer,soundtrack","tt0056753,tt0050083,tt0060009,tt0054997",L'Arnaqueur,Drama,Robert Rossen
5904,1500000,tt0074851,/gwmPVphE5DMFFGXGMhfEFyxOOYj.jpg,['GB'],0,Released,['British Lion Films'],['GB'],11393,movie,The Man Who Fell to Earth,0,1976-01-01,139,"Drama,Sci-Fi",6.6,27404,nm0001676,nm0856677,writer,unknown,Walter Tevis,1928-01-01,1984-01-01,writer,"tt10048342,tt0054997,tt0090863,tt0074851",L'homme qui venait d'ailleurs,Drama,Nicolas Roeg
5914,3500000,tt0069281,/jAREYLUnYGwPjbQr0vs1s38QLkH.jpg,['GB'],5750000,Released,['Palomar Pictures International'],['US'],5152,movie,Sleuth,0,1972-01-01,138,"Mystery,Thriller",8.0,48633,nm0000581,nm0000581,director,unknown,Joseph L. Mankiewicz,1909-01-01,1993-01-01,"writer,producer,director","tt0056937,tt0041587,tt0042192,tt0069281",Le Limier,Mystery,Joseph L. Mankiewicz
5923,2200000,tt0067800,/yigkfHE1OhkxPPrjrV78Y9ibGEk.jpg,"['GB', 'US']",3251794,Released,['ABC Pictures'],['US'],11498,movie,Straw Dogs,0,1971-01-01,113,"Crime,Drama,Thriller",7.4,62002,nm0001603,nm0001603,director,unknown,Sam Peckinpah,1925-01-01,1984-01-01,"writer,director,producer","tt0086058,tt0068638,tt0065214,tt0067800",Les chiens de paille,Crime,Sam Peckinpah
5932,15000000,tt0166924,/tVxGt7uffLVhIIcwuldXOMpFBPX.jpg,"['FR', 'US']",20271129,Released,"['Asymmetrical Productions', 'Les Films Alain Sarde', 'Babbo Inc.', 'The Picture Factory', 'Canal+', 'StudioCanal']","['', 'FR', '', '', 'FR', 'FR']",31261,movie,Mulholland Drive,0,2001-01-01,147,"Drama,Mystery,Thriller",7.9,364308,nm0000186,nm0060931,actress,"[""Irene""]",Jeanne Bates,1918-01-01,2007-01-01,actress,"tt0166924,tt0099423,tt0052520,tt0074486",Mulholland Drive,Drama,David Lynch
5942,3700000,tt0418455,/v5KtTI8uFWqOed7dL3nzAvOTCn2.jpg,"['DK', 'DE']",0,Released,['M&M Productions'],['DK'],76031,movie,Adam's Apples,0,2005-01-01,94,"Comedy,Crime,Drama",7.7,52158,nm0421314,nm0860947,actor,"[""Adam Pedersen""]",Ulrich Thomsen,1963-01-01,,"actor,producer,director","tt0963178,tt0418455,tt0154420,tt0386342",Adam's Apples,Comedy,Anders Thomas Jensen
5951,5000000,tt0110005,/uvb86wVCIqD3Rlbr0GTNgWDF7Zo.jpg,['NZ'],3049135,Released,"['Miramax', 'WingNut Films', 'New Zealand Film Commission', 'Fontana Productions']","['US', 'NZ', 'NZ', '']",54959,movie,Heavenly Creatures,0,1994-01-01,99,"Biography,Crime,Drama",7.3,65213,nm0001392,nm0001392,director,unknown,Peter Jackson,1961-01-01,,"producer,director,writer","tt0092610,tt0120737,tt0167261,tt0360717",Créatures célestes,Biography,Peter Jackson
5960,0,tt0057091,/riSUxwoK3xjkOgy6YJSvPhi7cO6.jpg,"['FR', 'IT']",0,Released,"['Titanus', 'S.G.C.', 'Société Nouvelle Pathé Cinéma']","['IT', '', 'FR']",4734,movie,The Leopard,0,1963-01-01,186,"Drama,History",8.0,27105,nm0899581,nm0000044,actor,"[""Prince Don Fabrizio Salina""]",Burt Lancaster,1913-01-01,1994-01-01,"actor,producer,soundtrack","tt0055031,tt0045793,tt0051036,tt0053793",Le Guépard,Drama,Luchino Visconti
5970,30000000,tt0108185,/tAgQKLv0GK97Tr0bvdI66oXlEVb.jpg,"['FR', 'US']",140081992,Released,"['Canal+', 'Regency Enterprises', 'Alcor Films']","['FR', 'US', '']",17650,movie,Sommersby,0,1993-01-01,114,"Drama,Mystery,Romance",6.2,22393,nm0000750,nm0140643,writer,unknown,Jean-Claude Carrière,1931-01-01,2021-01-01,"writer,actor,director","tt0056066,tt0096332,tt0263866,tt0068361",Sommersby,Drama,Jon Amiel
5980,1800000,tt0067116,/5A1kg62MmQS5Dm3oo6t1OLu2lCy.jpg,['US'],41158757,Released,"[""D'Antoni Productions"", 'Schine-Moore Productions', '20th Century Fox']","['', '', 'US']",11756,movie,The French Connection,0,1971-01-01,104,"Action,Crime,Drama",7.7,126750,nm0001243,nm0721073,actor,"[""Alain Charnier""]",Fernando Rey,1917-01-01,1994-01-01,"actor,miscellaneous","tt0103594,tt0066491,tt0067116,tt0068361",French Connection,Action,William Friedkin
5989,1800000,tt0060176,/tiq3QOrJqlVlN8q6bJqVsTzKyrb.jpg,"['GB', 'US', 'IT']",0,Released,"['Bridge Films', 'Carlo Ponti Production', 'Metro-Goldwyn-Mayer']","['', '', 'US']",6754,movie,Blow-Up,0,1966-01-01,111,"Drama,Mystery,Thriller",7.5,64489,nm0000774,nm0690638,producer,unknown,Carlo Ponti,1912-01-01,2007-01-01,"producer,miscellaneous,production_manager","tt0047528,tt0059113,tt0058335,tt0060176",Blow-Up,Drama,Michelangelo Antonioni
5999,0,tt0051808,/1RTp3EZrKg7xj1HJK2x4Rqknnnu.jpg,['JP'],0,Released,['TOHO'],['JP'],3732,movie,The Hidden Fortress,0,1958-01-01,139,"Action,Adventure,Drama",8.1,40211,nm0000041,nm0000041,director,unknown,Akira Kurosawa,1910-01-01,1998-01-01,"writer,director,assistant_director","tt0051808,tt0047478,tt0089881,tt0080979",La forteresse cachée,Action,Akira Kurosawa
6009,31000000,tt0137363,/4yYHyZuyTTQaEZuHKS7561jXjtR.jpg,['US'],41067311,Released,"['Lakeshore Entertainment', 'Screen Gems', 'Arlington Road Productions Corporation', 'Gorai / Samuelson Productions', 'Samuelson Productions']","['US', 'US', '', '', '']",23427,movie,Arlington Road,0,1999-01-01,117,"Action,Crime,Drama",7.2,88726,nm0671210,nm0000313,actor,"[""Michael Faraday""]",Jeff Bridges,1949-01-01,,"actor,soundtrack,producer","tt0088172,tt1403865,tt1263670,tt0118715",Arlington Road,Action,Mark Pellington
6019,0,tt0118843,/eEo03ShmRlMh3wkt28KQ6GYlnTW.jpg,"['AT', 'FR', 'DE', 'GR', 'RS']",0,Released,"['CiBy 2000', 'Pandora Film', 'Komuna']","['FR', 'DE', 'RS']",59561,movie,"Black Cat, White Cat",0,1998-01-01,127,"Comedy,Crime,Romance",8.0,54928,nm0001437,nm0001437,director,unknown,Emir Kusturica,1954-01-01,,"director,actor,writer","tt0097223,tt0106307,tt0114787,tt0118843","Chat noir, chat blanc",Comedy,Emir Kusturica
6029,8000000,tt0298228,/1ZQSkyEDRJdk6TCAThBojB5hJcK.jpg,"['DE', 'NZ']",41400000,Released,"['South Pacific Pictures', 'Pandora Film', 'ApolloMedia']","['NZ', 'DE', 'DE']",74424,movie,Whale Rider,0,2002-01-01,101,"Drama,Family",7.5,43097,nm0138927,nm0761744,producer,unknown,Tim Sanders,,,"producer,production_manager,location_management","tt0298228,tt0116365,tt0120737,tt0403407",Paï : L'Élue d'un peuple nouveau,Drama,Niki Caro
6039,24000000,tt0102685,/eGSfqknufcsXmM2Rb59H9SiNd4T.jpg,"['JP', 'US']",83531958,Released,"['Largo Entertainment', 'JVC']","['US', 'JP']",29728,movie,Point Break,0,1991-01-01,122,"Action,Crime,Thriller",7.2,189658,nm0000941,nm0000997,actor,"[""Pappas""]",Gary Busey,1944-01-01,,"actor,soundtrack,producer","tt0105690,tt0077280,tt0093409,tt0102685",Point Break - Extrême limite,Action,Kathryn Bigelow
6049,16000000,tt0139809,/7oaie3ZBc9UuWZLF24crro1pone.jpg,"['DE', 'US']",18564088,Released,"['Centropolis Film Productions', 'Columbia Pictures']","['', 'US']",55902,movie,The Thirteenth Floor,0,1999-01-01,100,"Mystery,Sci-Fi,Thriller",7.0,74252,nm0750857,nm0000352,actor,"[""Jason Whitney"",""Jerry Ashton""]",Vincent D'Onofrio,1959-01-01,,"actor,producer,soundtrack","tt0209958,tt0093058,tt0109707,tt0119654",Passé virtuel,Mystery,Josef Rusnak
6059,15000000,tt0084787,/tzGY49kseSE9QAKk47uuDGwnSCu.jpg,"['CA', 'US']",19629760,Released,"['Universal Pictures', 'Turman-Foster Company', 'Province of BC, Ministry of Tourism, Film Promotion Office']","['US', '', '']",3376,movie,The Thing,0,1982-01-01,109,"Horror,Mystery,Sci-Fi",8.2,434952,nm0000118,nm0132168,writer,unknown,John W. Campbell Jr.,1910-01-01,1971-01-01,writer,"tt0905372,tt0044121,tt0043238,tt0084787",The Thing,Horror,John Carpenter
6069,0,tt0051378,/dLbf8LtbLQFM7KUaVgwkfKIPqXu.jpg,['FR'],263404,Released,['Nouvelles Éditions de Films (NEF)'],[''],2321,movie,Elevator to the Gallows,0,1958-01-01,91,"Crime,Drama,Thriller",7.9,26840,nm0001501,nm0693560,actor,"[""Louis""]",Georges Poujouly,1940-01-01,2000-01-01,"actor,miscellaneous","tt0960172,tt0046911,tt0051378,tt0043686",Ascenseur pour l'échafaud,Crime,Louis Malle
6078,6000000,tt0082340,/bOXk4mF2TjMJVq8DZYUtblKOR92.jpg,['US'],50244700,Released,"['AVCO Embassy Pictures', 'Goldcrest', 'International Film Investors', 'City Films']","['US', 'GB', 'US', 'US']",7556,movie,Escape from New York,0,1981-01-01,99,"Action,Adventure,Sci-Fi",7.1,147809,nm0000118,nm0000308,actor,"[""Cabbie""]",Ernest Borgnine,1917-01-01,2012-01-01,"actor,soundtrack,producer","tt0048356,tt0086662,tt0082340,tt0069113",New York 1997,Action,John Carpenter
6087,6500000,tt0460989,/9XquDdOGrlC0EAbPoOXALqS2dDh.jpg,"['FR', 'DE', 'IE', 'IT', 'ES', 'CH', 'GB']",22889018,Released,"['Sixteen Films', 'Matador Pictures', 'Regent Capital', 'UK Film Council', 'Screen Ireland', 'Element Films', 'BIM Distribuzione', 'EMC Produktion', 'Tornasol Films', 'Diaphana Films', 'Pathé Distribution', 'Cinéart', 'TV3 Television Network Ireland', 'Filmcoopi Zürich', 'Filmstiftung Nordrhein-Westfalen']","['GB', '', '', 'GB', 'IE', 'BG', 'IT', '', 'ES', 'FR', 'FR', '', '', '', 'DE']",20847,movie,The Wind that Shakes the Barley,0,2006-01-01,127,"Drama,War",7.5,51586,nm0516360,nm0516360,director,unknown,Ken Loach,1936-01-01,,"director,writer,producer","tt5168192,tt1924394,tt0064541,tt0460989",Le vent se lève,Drama,Ken Loach
