,budget,tconst,poster_path,production_countries,revenue,status,production_companies_name,production_companies_country,Unnamed: 0,titleType,primaryTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,directors,nconst,category,characters,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,title,genre,director_principal
0,4000000,tt0113101,/75aHn1NOYXh4M7L5shoeQ6NGykP.jpg,['US'],4257354,Released,"['Miramax', 'A Band Apart']","['US', 'US']",53112,movie,Four Rooms,0,1995-01-01,98,Comedy,6.7,107432,"nm0025978,nm0734319,nm0001675,nm0000233,nm0005062",nm0000104,actor,"[""Man (segment \""The Misbehavers\"")""]",Antonio Banderas,1960-01-01,,"actor,soundtrack,producer","tt0120657,tt0112851,tt1189073,tt0120746",Groom service,Comedy,Allison Anders
10,21000000,tt0107286,/3rvvpS9YPM5HB2f4HYiNiJVtdam.jpg,['US'],12136938,Released,"['Largo Entertainment', 'JVC']","['US', 'JP']",48750,movie,Judgment Night,0,1993-01-01,110,"Action,Crime,Drama",6.6,17607,nm0394280,nm0000389,actor,"[""Frank Wyatt""]",Emilio Estevez,1962-01-01,,"actor,director,producer","tt0100994,tt0308055,tt1441912,tt3294746",La nuit du jugement,Action,Stephen Hopkins
19,11000000,tt0076759,/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,['US'],775398007,Released,"['Lucasfilm Ltd.', '20th Century Fox']","['US', 'US']",3959,movie,Star Wars: Episode IV - A New Hope,0,1977-01-01,121,"Action,Adventure,Fantasy",8.6,1384282,nm0000184,nm0000027,actor,"[""Ben Obi-Wan Kenobi""]",Alec Guinness,1914-01-01,2000-01-01,"actor,soundtrack,writer","tt0041546,tt0050212,tt0051739,tt0076759",La guerre des étoiles: Épisode IV - Un nouvel espoir,Action,George Lucas
28,94000000,tt0266543,/5lc6nQc0VhWFYFbNv016xze8Jvy.jpg,['US'],940335536,Released,['Pixar'],['US'],31905,movie,Finding Nemo,0,2003-01-01,100,"Adventure,Animation,Comedy",8.2,1059762,"nm0004056,nm0881279",nm0000983,actor,"[""Marlin""]",Albert Brooks,1947-01-01,,"actor,soundtrack,writer","tt0089504,tt0780504,tt0092699,tt0101698",Le Monde de Nemo,Adventure,Andrew Stanton
38,55000000,tt0109830,/arw2vcBveWOVZr6pxd9XTd1TdQa.jpg,['US'],677387716,Released,"['Paramount', 'The Steve Tisch Company', 'Wendy Finerman Productions']","['US', '', '']",32766,movie,Forrest Gump,0,1994-01-01,142,"Drama,Romance",8.8,2119454,nm0000709,nm0000398,actress,"[""Mrs. Gump""]",Sally Field,1946-01-01,,"actress,producer,soundtrack","tt0098384,tt0443272,tt0109830,tt0076729",Forrest Gump,Drama,Robert Zemeckis
48,15000000,tt0169547,/wby9315QzVKdW9BonAefg8jGTTb.jpg,['US'],356296601,Released,"['Jinks/Cohen Company', 'DreamWorks Pictures']","['', 'US']",49921,movie,American Beauty,0,1999-01-01,122,Drama,8.4,1168309,nm0005222,nm0002353,composer,unknown,Thomas Newman,1955-01-01,,"music_department,composer,soundtrack","tt1074638,tt0910970,tt1454029,tt8579674",American Beauty,Drama,Sam Mendes
57,12800000,tt0168629,/8Wdd3fQfbbQeoSfWpHrDfaFNhBU.jpg,"['AR', 'DK', 'FI', 'FR', 'DE', 'IS', 'IT', 'NL', 'NO', 'SE', 'GB', 'US']",40031879,Released,"['Lantia Cinema & Audiovisivi', 'Fine Line Features', 'Zentropa Entertainments', 'DR', 'SVT Drama', 'ARTE', 'Memfis Film', 'France 3 Cinéma', 'Angel films', 'YLE', 'Blind Spot Pictures', 'VPRO', 'Liberator Productions', 'Íslenska kvikmyndasamsteypan', 'Pain Unlimited GmbH Filmproduktion', 'Trust Film Svenska', 'Cinematograph A/S', 'What Else? B.V', 'Filmek A/S', 'Film4 Productions', 'Canal+', 'ARTE France Cinéma', 'Film i Väst', 'TV 1000 Sverige', 'WDR', 'Constantin Film']","['', '', 'DK', 'DK', 'SE', 'FR', 'SE', 'FR', '', 'FI', 'FI', 'NL', 'FR', 'IS', '', '', '', '', '', 'GB', 'FR', 'FR', 'SE', 'SE', 'DE', 'DE']",14307,movie,Dancer in the Dark,0,2000-01-01,140,"Crime,Drama,Musical",7.9,112409,nm0001885,nm0000366,actress,"[""Kathy""]",Catherine Deneuve,1943-01-01,,"actress,soundtrack,producer","tt0283832,tt0059646,tt0061395,tt0168629",Dancer in the Dark,Crime,Lars von Trier
66,0,tt0411267,/wZeBHVnCvaS2bwkb8jFQ0PwZwXq.jpg,"['DE', 'GB']",6593579,Released,"['Constantin Film', 'Impact Pictures', 'Isle of Man Film', 'UK Film Council']","['DE', 'GB', 'GB', 'GB']",65510,movie,The Dark,0,2005-01-01,93,"Drama,Fantasy,Horror",5.3,11036,nm0269502,nm0000293,actor,"[""James""]",Sean Bean,1959-01-01,,"actor,producer,animation_department","tt0120737,tt0167261,tt0944947,tt1181791",The Dark,Drama,John Fawcett
76,90000000,tt0119116,/fPtlCO1yQtnoLHOwKtWz7db6RGU.jpg,"['FR', 'GB']",263920180,Released,"['Gaumont', 'Buena Vista International', 'Columbia Pictures']","['FR', 'US', 'US']",40886,movie,The Fifth Element,0,1997-01-01,126,"Action,Adventure,Sci-Fi",7.6,483063,nm0000108,nm0436543,writer,unknown,Robert Mark Kamen,1947-01-01,,"writer,producer,script_department","tt0293662,tt0097647,tt0936501,tt0119116",Le cinquième élément,Action,Luc Besson
85,2500000,tt0314412,/sFSkn5rrQqXJkRNa2rMWqzmEuhR.jpg,"['CA', 'ES']",12300000,Released,"['El Deseo', 'Milestone Productions']","['ES', '']",58834,movie,My Life Without Me,0,2003-01-01,106,"Drama,Romance",7.4,25395,nm0170043,nm0001631,actress,"[""Ann""]",Sarah Polley,1979-01-01,,"actress,director,writer","tt0139239,tt0363547,tt0314412,tt0120255",Ma vie sans moi,Drama,Isabel Coixet
94,140000000,tt0325980,/z8onk7LV9Mmw6zKz4hT6pzzvmvl.jpg,['US'],655011224,Released,"['Walt Disney Pictures', 'Jerry Bruckheimer Films']","['US', 'US']",37553,movie,Pirates of the Caribbean: The Curse of the Black Pearl,0,2003-01-01,143,"Action,Adventure,Fantasy",8.1,1145949,nm0893659,nm0000988,producer,unknown,Jerry Bruckheimer,1943-01-01,,"producer,music_department,actor","tt0210945,tt0120591,tt0383574,tt0449088",Pirates des Caraïbes : La malédiction du Black Pearl,Action,Gore Verbinski
104,30000000,tt0266697,/v7TaX8kXMXs5yFFGR41guUDNcnB.jpg,['US'],180906076,Released,"['Miramax', 'A Band Apart', 'Super Cool ManChu']","['US', 'US', '']",29204,movie,Kill Bill: Vol. 1,0,2003-01-01,111,"Action,Crime,Drama",8.2,1133436,nm0000233,nm0001016,actor,"[""Bill""]",David Carradine,1936-01-01,2009-01-01,"actor,producer,soundtrack","tt0490086,tt0378194,tt0072856,tt0074235",Kill Bill: Volume I,Action,Quentin Tarantino
113,72000000,tt0418763,/55WJCdayHwoXJwRv3prpqscHt2q.jpg,"['GB', 'US']",97076152,Released,"['Red Wagon Entertainment', 'Neal Street Productions']","['US', 'GB']",49930,movie,Jarhead,0,2005-01-01,125,"Biography,Drama,War",7.0,194741,nm0005222,nm0002353,composer,unknown,Thomas Newman,1955-01-01,,"music_department,composer,soundtrack","tt1074638,tt0910970,tt1454029,tt8579674",Jarhead - La fin de l'innocence,Biography,Sam Mendes
123,1000000,tt0411705,/91O7z0vo7MiNWd5xD2BoivwbQsb.jpg,['GB'],1574623,Released,['Revolution Films'],['GB'],72191,movie,9 Songs,0,2004-01-01,71,"Drama,Music,Romance",4.7,23189,nm0935863,nm0935863,director,unknown,Michael Winterbottom,1961-01-01,,"director,writer,producer","tt0829459,tt0954947,tt0468094,tt0791303",9 Songs,Drama,Michael Winterbottom
130,31500000,tt0078788,/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg,['US'],150000000,Released,"['United Artists', 'American Zoetrope']","['US', 'US']",3134,movie,Apocalypse Now,0,1979-01-01,147,"Drama,Mystery,War",8.5,678140,nm0000338,nm0000008,actor,"[""Colonel Walter E. Kurtz""]",Marlon Brando,1924-01-01,2004-01-01,"actor,soundtrack,director","tt0070849,tt0047296,tt0078788,tt0068646",Apocalypse Now,Drama,Francis Ford Coppola
140,14400000,tt0105695,/yKyLJmRAtyXEEYKOvPhKHXIcPq9.jpg,['US'],159157447,Released,"['Warner Bros. Pictures', 'Malpaso Productions']","['US', 'US']",12588,movie,Unforgiven,0,1992-01-01,130,"Drama,Western",8.2,418405,nm0000142,nm0001321,actor,"[""English Bob""]",Richard Harris,1930-01-01,2002-01-01,"actor,soundtrack,producer","tt0061439,tt0105695,tt0172495,tt0245844",Impitoyable,Drama,Clint Eastwood
148,75000000,tt0462538,/s3b8TZWwmkYc2KoJ5zk77qB6PzY.jpg,['US'],527068851,Released,"['Gracie Films', 'Film Roman', '20th Century Fox Animation', 'The Curiosity Company', '20th Century Fox']","['US', 'US', 'US', 'US', 'US']",41555,movie,The Simpsons Movie,0,2007-01-01,87,"Adventure,Animation,Comedy",7.3,336893,nm0798899,nm0419830,writer,unknown,Al Jean,1961-01-01,,"producer,writer,miscellaneous","tt0462538,tt0108734,tt0096697,tt0090459",Les Simpson: Le film,Adventure,David Silverman
158,20000000,tt0338013,/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg,['US'],72258126,Released,"['Focus Features', 'Anonymous Content', 'This Is That Productions']","['US', 'US', 'US']",50847,movie,Eternal Sunshine of the Spotless Mind,0,2004-01-01,108,"Drama,Romance,Sci-Fi",8.3,1024886,nm0327273,nm0000120,actor,"[""Joel Barish""]",Jim Carrey,1962-01-01,,"actor,writer,soundtrack","tt0338013,tt0110475,tt0315327,tt0109040",Eternal Sunshine of the Spotless Mind,Drama,Michel Gondry
168,2000000,tt0245712,/vV4vlD4ool5JSsS1rB82qjCF6z8.jpg,['MX'],20908467,Released,"['Altavista Films', 'Zeta Film (MX)']","['MX', 'MX']",79197,movie,Amores Perros,0,2000-01-01,154,"Drama,Thriller",8.1,244376,nm0327944,nm0305558,actor,"[""Octavio""]",Gael García Bernal,1978-01-01,,"actor,producer,writer","tt0245574,tt0245712,tt0318462,tt3502172",Amours chiennes,Drama,Alejandro G. Iñárritu
177,200000000,tt0383574,/uXEqmloGyP7UXAiphJUu2v2pcuE.jpg,['US'],1065659812,Released,"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Second Mate Productions']","['US', 'US', 'US']",37572,movie,Pirates of the Caribbean: Dead Man's Chest,0,2006-01-01,151,"Action,Adventure,Fantasy",7.3,732080,nm0893659,nm0000988,producer,unknown,Jerry Bruckheimer,1943-01-01,,"producer,music_department,actor","tt0210945,tt0120591,tt0383574,tt0449088",Pirates des Caraïbes : Le secret du coffre maudit,Action,Gore Verbinski
187,32000000,tt0399146,/A26rcvipOqptVs7i5uRmKicXRxE.jpg,"['CA', 'DE', 'US']",60740827,Released,"['New Line Cinema', 'BenderSpink']","['US', '']",30195,movie,A History of Violence,0,2005-01-01,96,"Action,Crime,Drama",7.4,243520,nm0000343,nm0000343,director,unknown,David Cronenberg,1943-01-01,,"actor,director,writer","tt0094964,tt0120907,tt0115964,tt0091064",A History of Violence,Action,David Cronenberg
197,12000000,tt0062622,/ve72VxNqjGM69Uky4WTo2bK6rfq.jpg,"['GB', 'US']",71923560,Released,"['Stanley Kubrick Productions', 'Metro-Goldwyn-Mayer']","['GB', 'US']",4663,movie,2001: A Space Odyssey,0,1968-01-01,149,"Adventure,Sci-Fi",8.3,680644,nm0000040,nm0000040,director,unknown,Stanley Kubrick,1928-01-01,1999-01-01,"director,writer,producer","tt0062622,tt0120663,tt0072684,tt0066921",2001 : L'Odyssée de l'espace,Adventure,Stanley Kubrick
206,29000000,tt0114746,/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg,['US'],168841459,Released,"['Universal Pictures', 'Atlas Entertainment', 'Classico']","['US', 'US', '']",22969,movie,12 Monkeys,0,1995-01-01,129,"Mystery,Sci-Fi,Thriller",8.0,626783,nm0000416,nm0000416,director,unknown,Terry Gilliam,1940-01-01,,"writer,actor,animation_department","tt0071853,tt0085959,tt0088846,tt0081633",L'Armée des 12 singes,Mystery,Terry Gilliam
216,0,tt0287467,/p8ilqBhIT5YnKOf6hBPEVPc8uGS.jpg,"['ES', 'US']",64803131,Released,"['Vía Digital', 'Good Machine', 'El Deseo', 'Atresmedia', 'Sony Pictures Classics', 'Warner Bros. Entertainment España']","['ES', 'US', 'ES', 'ES', 'US', 'ES']",49418,movie,Talk to Her,0,2002-01-01,112,"Drama,Mystery,Romance",7.9,114506,nm0000264,nm0000264,director,unknown,Pedro Almodóvar,1949-01-01,,"writer,director,soundtrack","tt0095675,tt1189073,tt0287467,tt0101026",Parle avec elle,Drama,Pedro Almodóvar
224,41000000,tt0298203,/7BmQj8qE1FLuLTf7Xjf9sdIHzoa.jpg,"['DE', 'US']",242875078,Released,"['Mikona Productions GmbH & Co. KG', 'Imagine Entertainment']","['DE', 'US']",43239,movie,8 Mile,0,2002-01-01,110,"Drama,Music",7.2,299496,nm0000436,nm0004976,producer,unknown,Brian Grazer,1951-01-01,,"producer,actor,writer","tt0268978,tt0112384,tt0088161,tt0367279",8 Mile,Drama,Curtis Hanson
233,50000000,tt0118548,/xX9gmwtnTi0Y8WcTF7Jsg9Hdp6W.jpg,['US'],50068310,Released,"['Castle Rock Entertainment', 'Malpaso Productions']","['US', 'US']",14503,movie,Absolute Power,0,1997-01-01,121,"Action,Crime,Drama",6.7,57326,nm0000142,nm0000142,actor,"[""Luther Whitney""]",Clint Eastwood,1930-01-01,,"actor,producer,director","tt0112579,tt1205489,tt0105695,tt0405159",Les pleins pouvoirs,Action,Clint Eastwood
242,2000000,tt0445620,/qWZkYa8VdcDZk8uzRB2PfhpM9IL.jpg,"['FR', 'DE', 'NL', 'PS']",3395627,Released,"['Eurimages', 'Lama Films', 'Augustus Film', 'Lama Productions', 'Lumer Films', 'Filmstiftung Nordrhein-Westfalen', 'Razor Film Produktion', 'Nederlands Fonds voor de Film', 'ARTE France Cinéma', 'Medienboard Berlin-Brandenburg', 'Hazazah Pictures']","['FR', 'PS', '', '', '', 'DE', 'DE', 'NL', 'FR', 'DE', 'NL']",84310,movie,Paradise Now,0,2005-01-01,91,"Crime,Drama,Thriller",7.4,23531,nm0009463,nm0659069,producer,unknown,Hengameh Panahi,,,"producer,miscellaneous,executive","tt0368794,tt0845046,tt0808279,tt2494362",Paradise Now,Crime,Hany Abu-Assad
252,15000000,tt0088846,/d0PibPzCK4fVikjoD1PqHovbvkt.jpg,"['GB', 'US']",9900000,Released,['Embassy International Pictures'],['US'],22950,movie,Brazil,0,1985-01-01,132,"Drama,Sci-Fi",7.9,204257,nm0000416,nm0000416,director,unknown,Terry Gilliam,1940-01-01,,"writer,actor,animation_department","tt0071853,tt0085959,tt0088846,tt0081633",Brazil,Drama,Terry Gilliam
262,28000000,tt0358273,/p8lPTjvjOjTfvC1E9pmMwcF9vkn.jpg,"['DE', 'US']",186797986,Released,"['Mars Media Beteiligungs', 'Tree Line Films', 'Konrad Pictures', 'Catfish Productions', 'Fox 2000 Pictures']","['', 'US', '', 'US', 'US']",828,movie,Walk the Line,0,2005-01-01,136,"Biography,Drama,Music",7.8,256073,nm0003506,nm0003506,director,unknown,James Mangold,1963-01-01,,"producer,director,writer","tt0358273,tt0113280,tt1950186,tt3315342",Walk the Line,Biography,James Mangold
272,30000000,tt0405159,/2ti3l1OeB8G94yyqfAI7nmMZUbA.jpg,['US'],216763646,Released,"['Lakeshore Entertainment', 'Malpaso Productions', 'Epsilon Motion Pictures', 'Albert S. Ruddy Productions', 'Warner Bros. Pictures']","['US', 'US', 'CH', '', 'US']",14549,movie,Million Dollar Baby,0,2004-01-01,132,"Drama,Sport",8.1,696735,nm0000142,nm0000142,actor,"[""Frankie Dunn""]",Clint Eastwood,1930-01-01,,"actor,producer,director","tt0112579,tt1205489,tt0105695,tt0405159",Million Dollar Baby,Drama,Clint Eastwood
281,5000000,tt0249462,/nOr5diUZxphmAD3li9aiILyI28F.jpg,"['FR', 'GB', 'US']",109280263,Released,"['StudioCanal', 'BBC Film', 'Tiger Aspect Productions', 'Arts Council of England', 'Working Title Films', 'WT2 Productions', 'Focus Features', 'Universal Pictures']","['FR', 'GB', 'GB', 'GB', 'GB', '', 'US', 'US']",44419,movie,Billy Elliot,0,2000-01-01,110,"Drama,Music",7.7,137880,nm0197636,nm0910278,actress,"[""Mrs. Wilkinson""]",Julie Walters,1950-01-01,,"actress,soundtrack","tt0795421,tt0249462,tt1201607,tt2381111",Billy Elliot,Drama,Stephen Daldry
290,20000000,tt0120586,/c2gsmSQ2Cqv8zosqKOCwRS0GFBS.jpg,['US'],23875127,Released,"['New Line Cinema', 'Savoy Pictures', 'The Turman-Morrissey Company']","['US', '', '']",28612,movie,American History X,0,1998-01-01,119,"Crime,Drama",8.5,1137264,nm0443411,nm0374189,editor,unknown,Alan Heim,1936-01-01,,"editor,sound_department,music_department","tt0078754,tt0180052,tt0074958,tt0120586",American History X,Crime,Tony Kaye
300,132000000,tt0407304,/6Biy7R9LfumYshur3YKhpj56MpB.jpg,['US'],603873119,Released,"['Paramount', 'Amblin Entertainment', 'Cruise/Wagner Productions', 'DreamWorks Pictures']","['US', 'US', 'US', 'US']",6135,movie,War of the Worlds,0,2005-01-01,116,"Action,Adventure,Sci-Fi",6.5,457496,nm0000229,nm0920229,writer,unknown,H.G. Wells,1866-01-01,1946-01-01,"writer,actor","tt0268695,tt0407304,tt0046534,tt0054387",La Guerre des mondes,Action,Steven Spielberg
310,70000000,tt0116996,/hll4O5vSAfnZDb6JbnP06GPtz7b.jpg,['US'],101371017,Released,"['Tim Burton Productions', 'Warner Bros. Pictures']","['', 'US']",20649,movie,Mars Attacks!,0,1996-01-01,106,"Comedy,Sci-Fi",6.4,233219,nm0000318,nm0000197,actor,"[""President James Dale"",""Art Land""]",Jack Nicholson,1937-01-01,,"actor,soundtrack,producer","tt0071315,tt0407887,tt0073486,tt0119822",Mars Attacks!,Comedy,Tim Burton
320,2500000,tt0112471,/kf1Jb1c2JAOqjuzA3H4oDM263uB.jpg,"['AT', 'CH', 'US']",5987386,Released,"['Castle Rock Entertainment', 'Filmhaus Films', 'Detour Filmproduction']","['US', 'AT', 'US']",50014,movie,Before Sunrise,0,1995-01-01,101,"Drama,Romance",8.1,317519,nm0000500,nm0000160,actor,"[""Jesse""]",Ethan Hawke,1970-01-01,,"actor,producer,writer","tt0112471,tt0139654,tt0381681,tt2209418",Before Sunrise,Drama,Richard Linklater
329,9000000,tt0209144,/yuNs09hvpHVU1cBTCAk9zxsL2oW.jpg,['US'],39723096,Released,"['Summit Entertainment', 'Newmarket Capital Group', 'Team Todd', 'I Remember Productions']","['US', 'US', '', '']",45297,movie,Memento,0,2000-01-01,113,"Mystery,Thriller",8.4,1256167,nm0634240,nm0001592,actor,"[""Teddy""]",Joe Pantoliano,1951-01-01,,"actor,producer,writer","tt0133093,tt0115736,tt0112442,tt0209144",Memento,Mystery,Christopher Nolan
338,28000000,tt0083658,/63N9uy8nd9j7Eog2axPQ8lbr3Wj.jpg,"['US', 'HK', 'GB']",41722424,Released,"['Shaw Brothers', 'The Ladd Company', 'Warner Bros. Pictures']","['HK', 'US', 'US']",20810,movie,Blade Runner,0,1982-01-01,117,"Action,Drama,Sci-Fi",8.1,782879,nm0000631,nm0214303,producer,unknown,Michael Deeley,1932-01-01,,"sound_department,producer,writer","tt0074851,tt0077416,tt0064505,tt0083658",Blade Runner,Action,Ridley Scott
348,31000000,tt0299977,/vxgZto2Cz7ILHAlmRXt50I2brB2.jpg,['CN'],177394432,Released,"['Beijing New Picture Film Co. Ltd.', 'China Film Co-Production Corporation', 'Miramax']","['', '', 'US']",50413,movie,Hero,0,2002-01-01,120,"Action,Adventure,Drama",7.9,183867,nm0955443,nm0001041,actress,"[""Flying Snow""]",Maggie Cheung,1964-01-01,,"actress,soundtrack","tt0117905,tt0101258,tt0299977,tt0118694",Hero,Action,Yimou Zhang
358,2700000,tt0381681,/gycdE1ARByGQcK4fYR2mgpU6OO.jpg,['US'],15992615,Released,"['Warner Independent Pictures (WIP)', 'Castle Rock Entertainment', 'Detour Filmproduction']","['US', 'US', 'US']",50052,movie,Before Sunset,0,2004-01-01,80,"Drama,Romance",8.1,271567,nm0000500,nm0000160,actor,"[""Jesse""]",Ethan Hawke,1970-01-01,,"actor,producer,writer","tt0112471,tt0139654,tt0381681,tt2209418",Before Sunset,Drama,Richard Linklater
367,1000000,tt0087544,/tcrkfB8SRPQCgwI88hQScua6nxh.jpg,['JP'],3301446,Released,['Topcraft'],['JP'],36821,movie,Nausicaä of the Valley of the Wind,0,1984-01-01,117,"Adventure,Animation,Sci-Fi",8.0,172907,nm0594503,nm0594503,director,unknown,Hayao Miyazaki,1941-01-01,,"animation_department,art_department,director","tt0119698,tt0096283,tt0245429,tt0347149",Nausicaä de la vallée du vent,Adventure,Hayao Miyazaki
377,135000000,tt0430357,/1KGD2g0wOc7WBfHc5G19reLHQxk.jpg,"['UY', 'US', 'DE', 'PY']",163794509,Released,"['Metropolis Films', 'Universal Pictures', 'Forward Pass', 'Motion Picture ETA Produktionsgesellschaft', 'Foqus Arte Digital', 'Michael Mann Productions']","['UY', 'US', 'US', '', 'PY', '']",41038,movie,Miami Vice,0,2006-01-01,132,"Action,Adventure,Crime",6.0,119633,nm0000520,nm0000520,director,unknown,Michael Mann,1943-01-01,,"producer,writer,director","tt0091474,tt0140352,tt0104691,tt0369339",Miami Vice - Deux flics à Miami,Action,Michael Mann
386,130000,tt0374102,/pjLh97W1J8AdcuKWzqqdKHfYmp5.jpg,['US'],54667954,Released,['Plunge Pictures LLC'],[''],59412,movie,Open Water,0,2003-01-01,79,"Adventure,Drama,Horror",5.8,54883,nm0448900,nm0006251,composer,unknown,Graeme Revell,1955-01-01,,"composer,music_department,soundtrack","tt0120053,tt0146316,tt0109506,tt0910936",Open water - En eaux profondes,Adventure,Chris Kentis
393,18000000,tt0082971,/ceG9VzoRAVGwivFU403Wc3AHRys.jpg,['US'],389925971,Released,"['Paramount', 'Lucasfilm Ltd.']","['US', 'US']",17029,movie,Raiders of the Lost Ark,0,1981-01-01,115,"Action,Adventure",8.4,980449,nm0000229,nm0002354,composer,unknown,John Williams,1932-01-01,,"music_department,soundtrack,composer","tt2527336,tt0107290,tt0076759,tt0120915",Indiana Jones et les Aventuriers de l'arche perdue,Action,Steven Spielberg
403,28000000,tt0087469,/n9WlJCilqSZ3m1ROSzv31v7KVOf.jpg,['US'],333000000,Released,"['Paramount', 'Lucasfilm Ltd.']","['US', 'US']",17058,movie,Indiana Jones and the Temple of Doom,0,1984-01-01,118,"Action,Adventure",7.5,500235,nm0000229,nm0002354,composer,unknown,John Williams,1932-01-01,,"music_department,soundtrack,composer","tt2527336,tt0107290,tt0076759,tt0120915",Indiana Jones et le Temple maudit,Action,Steven Spielberg
413,6000000,tt0092890,/9Jw6jys7q9gjzVX5zm1z0gC8gY9.jpg,['US'],214577242,Released,"['Great American Films Limited Partnership', 'Vestron Pictures']","['', 'US']",19824,movie,Dirty Dancing,0,1987-01-01,100,"Drama,Music,Romance",7.0,240586,nm0001915,nm0606657,composer,unknown,John Morris,1926-01-01,2018-01-01,"music_department,composer,soundtrack","tt0071230,tt0080678,tt0094012,tt0096560",Dirty Dancing,Drama,Emile Ardolino
422,48000000,tt0097576,/sizg1AU8f8JDZX4QIgE4pjUMBvx.jpg,['US'],474171806,Released,"['Paramount', 'Lucasfilm Ltd.']","['US', 'US']",11932,movie,Indiana Jones and the Last Crusade,0,1989-01-01,127,"Action,Adventure",8.2,766659,nm0000229,nm0000125,actor,"[""Professor Henry Jones""]",Sean Connery,1930-01-01,2020-01-01,"actor,producer,soundtrack","tt0055928,tt0094226,tt0117500,tt0091605",Indiana Jones et la dernière croisade,Action,Steven Spielberg
432,14000000,tt0086960,/eBJEvKkhQ0tUt1dBAcTEYW6kCle.jpg,['US'],316360478,Released,"['Paramount', 'Eddie Murphy Productions', 'Don Simpson/Jerry Bruckheimer Films']","['US', 'US', 'US']",37467,movie,Beverly Hills Cop,0,1984-01-01,105,"Action,Comedy,Crime",7.3,190411,nm0000976,nm0000988,producer,unknown,Jerry Bruckheimer,1943-01-01,,"producer,music_department,actor","tt0210945,tt0120591,tt0383574,tt0449088",Le flic de Beverly Hills,Action,Martin Brest
442,2000000,tt0052561,/zMxLbSPpToTCc6yK2Gddhx6nHNN.jpg,['US'],8000000,Released,['Columbia Pictures'],['US'],3460,movie,Anatomy of a Murder,0,1959-01-01,161,"Drama,Mystery",8.0,68031,nm0695937,nm0000071,actor,"[""Paul Biegler""]",James Stewart,1908-01-01,1997-01-01,"actor,soundtrack,director","tt0038650,tt0052357,tt0031679,tt0052561",Autopsie d'un meurtre,Drama,Otto Preminger
451,140000000,tt0120591,/eTM3qtGhDU8cvjpoa6KEt5E2auU.jpg,['US'],553799566,Released,"['Touchstone Pictures', 'Jerry Bruckheimer Films', 'Valhalla Motion Pictures']","['US', 'US', 'US']",55120,movie,Armageddon,0,1998-01-01,151,"Action,Adventure,Sci-Fi",6.7,434022,nm0000881,nm0000246,actor,"[""Harry S. Stamper""]",Bruce Willis,1955-01-01,,"actor,producer,soundtrack","tt0088571,tt0110912,tt0095016,tt0167404",Armageddon,Action,Michael Bay
461,28000000,tt0092644,/egDakU8O5yUwpUJP9IMAUVtIDll.jpg,['US'],299965036,Released,"['Eddie Murphy Productions', 'Paramount', 'Don Simpson/Jerry Bruckheimer Films']","['US', 'US', 'US']",24734,movie,Beverly Hills Cop II,0,1987-01-01,100,"Action,Comedy,Crime",6.5,123660,nm0001716,nm0001074,actor,"[""Andrew Bogomil""]",Ronny Cox,1938-01-01,,"actor,soundtrack,writer","tt0100802,tt0093870,tt0086960,tt0068473",Le flic de Beverly Hills 2,Action,Tony Scott
471,17000000,tt0084827,/zwSFEczP7AzqugAHHIX3zHniT0t.jpg,['US'],33000000,Released,"['Lisberger/Kushner Productions', 'Walt Disney Productions']","['', 'US']",21432,movie,Tron,0,1982-01-01,96,"Action,Adventure,Sci-Fi",6.7,124523,nm0513974,nm0001831,actor,"[""Ed Dillinger"",""Sark"",""Master Control Program""]",David Warner,1941-01-01,2022-01-01,"actor,soundtrack","tt0084827,tt0120338,tt0113409,tt0102975",Tron,Action,Steven Lisberger
480,103000000,tt0172495,/ty8TGRuvJLPUmAR1H1nRIsgwvim.jpg,"['GB', 'US']",465361176,Released,"['Universal Pictures', 'Scott Free Productions', 'Red Wagon Entertainment', 'Mill Film', 'C & L', 'Dawliz', 'DreamWorks Pictures']","['US', 'GB', 'US', 'GB', 'MT', 'MA', 'US']",19669,movie,Gladiator,0,2000-01-01,155,"Action,Adventure,Drama",8.5,1524834,nm0000631,nm0001657,actor,"[""Proximo""]",Oliver Reed,1938-01-01,1999-01-01,"actor,soundtrack","tt0063385,tt0080658,tt0078908,tt0172495",Gladiator,Action,Ridley Scott
490,8272296,tt0185125,/hjQhzhkGYXPNM96k0mOgob6HMmn.jpg,"['ES', 'FR']",67872296,Released,"['Renn Productions', 'France 2 Cinéma', 'El Deseo', 'Vía Digital', 'Canal+']","['FR', 'FR', 'ES', 'ES', 'FR']",49402,movie,All About My Mother,0,1999-01-01,101,Drama,7.8,99124,nm0000264,nm0000264,director,unknown,Pedro Almodóvar,1949-01-01,,"writer,director,soundtrack","tt0095675,tt1189073,tt0287467,tt0101026",Tout sur ma mère,Drama,Pedro Almodóvar
